obs_id,train_id,class,class_name,path_to_image
id_000098,train,3,English_springer,../notes/image_data/imagenette-320//English_springer/ILSVRC2012_val_00015499.JPEG
id_000099,valid,9,tench,../notes/image_data/imagenette-320//tench/ILSVRC2012_val_00040833.JPEG
id_000100,train,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00043278.JPEG
id_000101,train,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00009345.JPEG
id_000102,train,8,parachute,../notes/image_data/imagenette-320//parachute/ILSVRC2012_val_00041706.JPEG
id_000103,train,2,church,../notes/image_data/imagenette-320//church/ILSVRC2012_val_00007400.JPEG
id_000104,valid,7,golf_ball,../notes/image_data/imagenette-320//golf_ball/ILSVRC2012_val_00042350.JPEG
id_000105,train,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00001144.JPEG
id_000106,train,8,parachute,../notes/image_data/imagenette-320//parachute/ILSVRC2012_val_00010460.JPEG
id_000107,train,8,parachute,../notes/image_data/imagenette-320//parachute/ILSVRC2012_val_00010336.JPEG
id_000108,train,9,tench,../notes/image_data/imagenette-320//tench/ILSVRC2012_val_00037383.JPEG
id_000109,valid,7,golf_ball,../notes/image_data/imagenette-320//golf_ball/ILSVRC2012_val_00012634.JPEG
id_000110,train,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00037592.JPEG
id_000111,valid,7,golf_ball,../notes/image_data/imagenette-320//golf_ball/ILSVRC2012_val_00031954.JPEG
id_000112,valid,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00034078.JPEG
id_000113,train,2,church,../notes/image_data/imagenette-320//church/ILSVRC2012_val_00036229.JPEG
id_000114,train,3,English_springer,../notes/image_data/imagenette-320//English_springer/ILSVRC2012_val_00015694.JPEG
id_000115,train,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00006726.JPEG
id_000116,train,0,cassette_player,../notes/image_data/imagenette-320//cassette_player/ILSVRC2012_val_00007226.JPEG
id_000117,train,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00026865.JPEG
id_000118,train,0,cassette_player,../notes/image_data/imagenette-320//cassette_player/ILSVRC2012_val_00042982.JPEG
id_000119,train,3,English_springer,../notes/image_data/imagenette-320//English_springer/ILSVRC2012_val_00017370.JPEG
id_000120,valid,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00043988.JPEG
id_000121,valid,7,golf_ball,../notes/image_data/imagenette-320//golf_ball/ILSVRC2012_val_00030938.JPEG
id_000122,train,7,golf_ball,../notes/image_data/imagenette-320//golf_ball/ILSVRC2012_val_00040694.JPEG
id_000123,train,8,parachute,../notes/image_data/imagenette-320//parachute/ILSVRC2012_val_00002990.JPEG
id_000124,train,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00020674.JPEG
id_000125,valid,8,parachute,../notes/image_data/imagenette-320//parachute/ILSVRC2012_val_00030583.JPEG
id_000126,train,7,golf_ball,../notes/image_data/imagenette-320//golf_ball/ILSVRC2012_val_00035419.JPEG
id_000127,train,3,English_springer,../notes/image_data/imagenette-320//English_springer/ILSVRC2012_val_00040546.JPEG
id_000128,train,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00028196.JPEG
id_000129,train,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00036092.JPEG
id_000130,train,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00022754.JPEG
id_000131,train,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00009037.JPEG
id_000132,train,0,cassette_player,../notes/image_data/imagenette-320//cassette_player/ILSVRC2012_val_00034563.JPEG
id_000133,train,0,cassette_player,../notes/image_data/imagenette-320//cassette_player/ILSVRC2012_val_00017463.JPEG
id_000134,valid,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00038137.JPEG
id_000135,valid,6,gas_pump,../notes/image_data/imagenette-320//gas_pump/ILSVRC2012_val_00037555.JPEG
id_000136,train,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00017407.JPEG
id_000137,train,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00003759.JPEG
id_000138,valid,3,English_springer,../notes/image_data/imagenette-320//English_springer/ILSVRC2012_val_00040140.JPEG
id_000139,valid,8,parachute,../notes/image_data/imagenette-320//parachute/ILSVRC2012_val_00007616.JPEG
id_000140,train,8,parachute,../notes/image_data/imagenette-320//parachute/ILSVRC2012_val_00023107.JPEG
id_000141,valid,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00046669.JPEG
id_000142,train,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00013113.JPEG
id_000143,train,7,golf_ball,../notes/image_data/imagenette-320//golf_ball/ILSVRC2012_val_00023215.JPEG
id_000144,train,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00044793.JPEG
id_000145,valid,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00007519.JPEG
id_000146,train,9,tench,../notes/image_data/imagenette-320//tench/ILSVRC2012_val_00018317.JPEG
id_000147,train,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00011951.JPEG
id_000148,valid,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00013827.JPEG
id_000149,train,8,parachute,../notes/image_data/imagenette-320//parachute/ILSVRC2012_val_00024340.JPEG
id_000150,valid,6,gas_pump,../notes/image_data/imagenette-320//gas_pump/ILSVRC2012_val_00002498.JPEG
id_000151,valid,9,tench,../notes/image_data/imagenette-320//tench/ILSVRC2012_val_00009346.JPEG
id_000152,valid,3,English_springer,../notes/image_data/imagenette-320//English_springer/ILSVRC2012_val_00043994.JPEG
id_000153,train,2,church,../notes/image_data/imagenette-320//church/ILSVRC2012_val_00016832.JPEG
id_000154,train,3,English_springer,../notes/image_data/imagenette-320//English_springer/ILSVRC2012_val_00007032.JPEG
id_000155,train,3,English_springer,../notes/image_data/imagenette-320//English_springer/ILSVRC2012_val_00019414.JPEG
id_000156,train,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00017719.JPEG
id_000157,train,8,parachute,../notes/image_data/imagenette-320//parachute/ILSVRC2012_val_00015787.JPEG
id_000158,train,0,cassette_player,../notes/image_data/imagenette-320//cassette_player/ILSVRC2012_val_00033397.JPEG
id_000159,train,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00045940.JPEG
id_000160,train,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00026061.JPEG
id_000161,train,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00046764.JPEG
id_000162,valid,7,golf_ball,../notes/image_data/imagenette-320//golf_ball/ILSVRC2012_val_00002314.JPEG
id_000163,train,3,English_springer,../notes/image_data/imagenette-320//English_springer/ILSVRC2012_val_00000665.JPEG
id_000164,valid,8,parachute,../notes/image_data/imagenette-320//parachute/ILSVRC2012_val_00009269.JPEG
id_000165,valid,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00044888.JPEG
id_000166,train,7,golf_ball,../notes/image_data/imagenette-320//golf_ball/ILSVRC2012_val_00037369.JPEG
id_000167,train,0,cassette_player,../notes/image_data/imagenette-320//cassette_player/ILSVRC2012_val_00027735.JPEG
id_000168,train,2,church,../notes/image_data/imagenette-320//church/ILSVRC2012_val_00014037.JPEG
id_000169,valid,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00041958.JPEG
id_000170,train,6,gas_pump,../notes/image_data/imagenette-320//gas_pump/ILSVRC2012_val_00031412.JPEG
id_000171,valid,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00007155.JPEG
id_000172,valid,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00027150.JPEG
id_000173,valid,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00031313.JPEG
id_000174,train,9,tench,../notes/image_data/imagenette-320//tench/ILSVRC2012_val_00025129.JPEG
id_000175,train,2,church,../notes/image_data/imagenette-320//church/ILSVRC2012_val_00023619.JPEG
id_000176,valid,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00041478.JPEG
id_000177,train,6,gas_pump,../notes/image_data/imagenette-320//gas_pump/ILSVRC2012_val_00024806.JPEG
id_000178,valid,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00041668.JPEG
id_000179,train,6,gas_pump,../notes/image_data/imagenette-320//gas_pump/ILSVRC2012_val_00048059.JPEG
id_000180,valid,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00038268.JPEG
id_000181,train,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00045501.JPEG
id_000182,train,7,golf_ball,../notes/image_data/imagenette-320//golf_ball/ILSVRC2012_val_00007755.JPEG
id_000183,valid,9,tench,../notes/image_data/imagenette-320//tench/ILSVRC2012_val_00017700.JPEG
id_000184,train,3,English_springer,../notes/image_data/imagenette-320//English_springer/ILSVRC2012_val_00008162.JPEG
id_000185,valid,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00028190.JPEG
id_000186,train,9,tench,../notes/image_data/imagenette-320//tench/ILSVRC2012_val_00025527.JPEG
id_000187,valid,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00041247.JPEG
id_000188,valid,9,tench,../notes/image_data/imagenette-320//tench/ILSVRC2012_val_00017995.JPEG
id_000189,valid,8,parachute,../notes/image_data/imagenette-320//parachute/ILSVRC2012_val_00010427.JPEG
id_000190,train,9,tench,../notes/image_data/imagenette-320//tench/ILSVRC2012_val_00037375.JPEG
id_000191,valid,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00022204.JPEG
id_000192,train,2,church,../notes/image_data/imagenette-320//church/ILSVRC2012_val_00019331.JPEG
id_000193,train,8,parachute,../notes/image_data/imagenette-320//parachute/ILSVRC2012_val_00042262.JPEG
id_000194,valid,7,golf_ball,../notes/image_data/imagenette-320//golf_ball/ILSVRC2012_val_00038005.JPEG
id_000195,train,9,tench,../notes/image_data/imagenette-320//tench/ILSVRC2012_val_00041939.JPEG
id_000196,valid,9,tench,../notes/image_data/imagenette-320//tench/ILSVRC2012_val_00023559.JPEG
id_000197,train,0,cassette_player,../notes/image_data/imagenette-320//cassette_player/ILSVRC2012_val_00037988.JPEG
id_000198,valid,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00005094.JPEG
id_000199,train,7,golf_ball,../notes/image_data/imagenette-320//golf_ball/ILSVRC2012_val_00016748.JPEG
id_000200,valid,8,parachute,../notes/image_data/imagenette-320//parachute/ILSVRC2012_val_00018229.JPEG
id_000201,train,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00029918.JPEG
id_000202,train,8,parachute,../notes/image_data/imagenette-320//parachute/ILSVRC2012_val_00018509.JPEG
id_000203,valid,3,English_springer,../notes/image_data/imagenette-320//English_springer/ILSVRC2012_val_00004548.JPEG
id_000204,train,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00029668.JPEG
id_000205,train,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00005506.JPEG
id_000206,valid,3,English_springer,../notes/image_data/imagenette-320//English_springer/ILSVRC2012_val_00002294.JPEG
id_000207,train,8,parachute,../notes/image_data/imagenette-320//parachute/ILSVRC2012_val_00002665.JPEG
id_000208,train,0,cassette_player,../notes/image_data/imagenette-320//cassette_player/ILSVRC2012_val_00042482.JPEG
id_000209,train,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00026879.JPEG
id_000210,valid,6,gas_pump,../notes/image_data/imagenette-320//gas_pump/ILSVRC2012_val_00019256.JPEG
id_000211,valid,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00028914.JPEG
id_000212,train,9,tench,../notes/image_data/imagenette-320//tench/ILSVRC2012_val_00012503.JPEG
id_000213,valid,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00019593.JPEG
id_000214,valid,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00025379.JPEG
id_000215,valid,7,golf_ball,../notes/image_data/imagenette-320//golf_ball/ILSVRC2012_val_00038768.JPEG
id_000216,train,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00041057.JPEG
id_000217,valid,3,English_springer,../notes/image_data/imagenette-320//English_springer/ILSVRC2012_val_00029518.JPEG
id_000218,valid,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00021253.JPEG
id_000219,valid,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00019147.JPEG
id_000220,valid,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00046651.JPEG
id_000221,train,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00026573.JPEG
id_000222,valid,0,cassette_player,../notes/image_data/imagenette-320//cassette_player/ILSVRC2012_val_00047315.JPEG
id_000223,valid,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00042907.JPEG
id_000224,valid,2,church,../notes/image_data/imagenette-320//church/ILSVRC2012_val_00039506.JPEG
id_000225,valid,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00005744.JPEG
id_000226,train,7,golf_ball,../notes/image_data/imagenette-320//golf_ball/ILSVRC2012_val_00046468.JPEG
id_000227,train,1,chain_saw,../notes/image_data/imagenette-320//chain_saw/ILSVRC2012_val_00025878.JPEG
id_000228,train,0,cassette_player,../notes/image_data/imagenette-320//cassette_player/ILSVRC2012_val_00016648.JPEG
id_000229,train,2,church,../notes/image_data/imagenette-320//church/ILSVRC2012_val_00016542.JPEG
id_000230,valid,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00033784.JPEG
id_000231,train,6,gas_pump,../notes/image_data/imagenette-320//gas_pump/ILSVRC2012_val_00017469.JPEG
id_000232,valid,0,cassette_player,../notes/image_data/imagenette-320//cassette_player/ILSVRC2012_val_00041893.JPEG
id_000233,train,9,tench,../notes/image_data/imagenette-320//tench/ILSVRC2012_val_00037861.JPEG
id_000234,valid,3,English_springer,../notes/image_data/imagenette-320//English_springer/ILSVRC2012_val_00016768.JPEG
id_000235,train,2,church,../notes/image_data/imagenette-320//church/ILSVRC2012_val_00004939.JPEG
id_000236,train,6,gas_pump,../notes/image_data/imagenette-320//gas_pump/ILSVRC2012_val_00044734.JPEG
id_000237,train,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00013925.JPEG
id_000238,train,8,parachute,../notes/image_data/imagenette-320//parachute/ILSVRC2012_val_00022638.JPEG
id_000239,train,8,parachute,../notes/image_data/imagenette-320//parachute/ILSVRC2012_val_00029149.JPEG
id_000240,train,2,church,../notes/image_data/imagenette-320//church/ILSVRC2012_val_00017198.JPEG
id_000241,train,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00044976.JPEG
id_000242,valid,2,church,../notes/image_data/imagenette-320//church/ILSVRC2012_val_00049943.JPEG
id_000243,valid,9,tench,../notes/image_data/imagenette-320//tench/ILSVRC2012_val_00046499.JPEG
id_000244,train,7,golf_ball,../notes/image_data/imagenette-320//golf_ball/ILSVRC2012_val_00003793.JPEG
id_000245,train,2,church,../notes/image_data/imagenette-320//church/ILSVRC2012_val_00006268.JPEG
id_000246,train,9,tench,../notes/image_data/imagenette-320//tench/ILSVRC2012_val_00037596.JPEG
id_000247,train,2,church,../notes/image_data/imagenette-320//church/ILSVRC2012_val_00008116.JPEG
id_000248,train,6,gas_pump,../notes/image_data/imagenette-320//gas_pump/ILSVRC2012_val_00035913.JPEG
id_000249,train,2,church,../notes/image_data/imagenette-320//church/ILSVRC2012_val_00016854.JPEG
id_000250,valid,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00038727.JPEG
id_000251,train,7,golf_ball,../notes/image_data/imagenette-320//golf_ball/ILSVRC2012_val_00038790.JPEG
id_000252,valid,4,French_horn,../notes/image_data/imagenette-320//French_horn/ILSVRC2012_val_00034826.JPEG
id_000253,valid,2,church,../notes/image_data/imagenette-320//church/ILSVRC2012_val_00016873.JPEG
id_000254,train,5,garbage_truck,../notes/image_data/imagenette-320//garbage_truck/ILSVRC2012_val_00007477.JPEG
id_000255,valid,2,church,../notes/image_data/imagenette-320//church/ILSVRC2012_val_00017783.JPEG
id_000256,train,0,cassette_player,../notes/image_data/imagenette-320//cassette_player/ILSVRC2012_val_00033657.JPEG
