obs_id,train_id,pred
id_000107,train,15
id_000273,train,3
id_000583,train,2
id_000723,train,7
id_000554,test,2
id_000192,train,2
id_000821,train,2
id_001175,valid,13
id_000758,train,12
id_000126,valid,15
id_001166,valid,7
id_000199,train,11
id_001269,test,2
id_001041,train,12
id_001304,train,2
id_000800,test,0
id_001307,train,3
id_000802,train,10
id_001264,test,10
id_000272,train,13
id_000740,train,9
id_000830,train,1
id_000028,train,7
id_000809,train,15
id_000322,train,4
id_000060,valid,7
id_000940,valid,9
id_000743,train,13
id_001207,train,10
id_000427,train,8
id_000187,train,2
id_000598,train,7
id_001283,train,13
id_000636,test,9
id_000497,train,6
id_001138,train,11
id_000378,valid,9
id_000290,valid,13
id_000343,train,4
id_000619,valid,7
id_000705,test,8
id_000112,train,6
id_000568,train,0
id_000738,train,9
id_000736,train,9
id_000265,train,2
id_000297,valid,11
id_001182,test,13
id_000081,train,2
id_000702,test,8
id_000260,train,5
id_000399,test,5
id_001161,valid,2
id_000534,valid,0
id_001029,test,7
id_000114,train,1
id_000253,train,3
id_001300,train,4
id_000043,valid,7
id_001234,train,15
id_000158,test,10
id_000748,train,14
id_001059,train,2
id_000240,test,2
id_000812,train,10
id_000188,train,2
id_000466,test,13
id_000356,train,4
id_000686,valid,7
id_001310,train,16
id_000919,train,11
id_000229,test,2
id_000603,valid,9
id_000984,train,12
id_001151,train,11
id_000994,train,11
id_000047,valid,6
id_000498,train,0
id_000482,train,6
id_000652,train,8
id_000217,valid,2
id_000880,test,2
id_000145,test,2
id_000757,train,9
id_000816,train,10
id_000022,train,11
id_001239,train,10
id_001057,train,14
id_000718,test,6
id_000480,test,5
id_000768,valid,9
id_000257,train,3
id_000823,train,10
id_001193,test,12
id_000929,valid,11
id_000879,test,1
id_000985,train,12
id_000528,valid,7
id_000608,valid,1
id_000261,train,4
id_000559,test,13
id_000041,valid,1
id_000435,train,4
id_000249,train,3
id_000773,valid,9
id_000635,test,0
id_000139,valid,1
id_001201,train,10
id_001116,test,12
id_000531,valid,6
id_000360,train,16
id_000570,train,12
id_000363,valid,10
id_000345,train,10
id_000288,valid,16
id_001327,valid,16
id_000085,train,15
id_000204,valid,2
id_001226,train,10
id_000784,test,9
id_000529,valid,14
id_000926,valid,11
id_000350,train,16
id_000404,train,3
id_001200,test,2
id_000700,valid,8
id_000287,valid,13
id_000008,train,12
id_000847,valid,2
id_001185,test,13
id_001078,train,2
id_000548,test,12
id_000400,test,4
id_000842,valid,2
id_000372,valid,6
id_000680,train,8
id_001008,valid,12
id_000643,train,8
id_001272,test,2
id_000614,valid,0
id_000594,train,0
id_000495,train,5
id_000922,valid,11
id_000426,train,5
id_000913,train,11
id_000707,test,8
id_001180,valid,13
id_000713,test,2
id_000691,valid,8
id_000471,test,11
id_000824,train,15
id_000078,test,11
id_000507,train,0
id_000284,valid,13
id_000828,train,10
id_001334,valid,16
id_001268,test,6
id_000780,valid,14
id_001020,valid,14
id_000004,train,8
id_000386,test,4
id_000578,train,0
id_000451,valid,14
id_001073,train,12
id_001066,train,0
id_000212,valid,2
id_000884,train,7
id_001015,valid,7
id_000033,train,14
id_000988,train,12
id_000731,train,11
id_000472,test,6
id_000032,train,14
id_000448,valid,1
id_000769,valid,9
id_000177,train,2
id_001178,valid,11
id_000711,test,6
id_000027,train,9
id_000719,test,8
id_000914,train,11
id_000377,valid,4
id_001337,valid,4
id_001063,train,2
id_000975,train,14
id_000943,test,1
id_000513,train,7
id_000787,test,11
id_000785,test,11
id_000953,test,6
id_001103,test,2
id_000760,train,11
id_000079,test,2
id_001255,valid,2
id_000930,valid,1
id_000263,train,3
id_000136,valid,12
id_000579,train,12
id_000270,train,3
id_000944,test,0
id_000662,train,8
id_000519,train,6
id_000124,valid,11
id_000799,test,9
id_000099,train,3
id_000701,test,3
id_001297,train,3
id_000948,test,7
id_000419,train,12
id_001232,train,15
id_001146,train,15
id_000010,train,11
id_000996,train,14
id_001025,test,13
id_000251,train,16
id_001245,valid,1
id_000875,test,10
id_000122,valid,10
id_001137,train,13
id_000527,valid,14
id_000611,valid,11
id_001309,train,16
id_000798,test,9
id_000765,valid,11
id_000096,train,10
id_000357,train,1
id_001081,valid,4
id_001209,train,1
id_000621,test,13
id_000102,train,2
id_000779,valid,7
id_000841,valid,10
id_000195,train,2
id_000294,valid,3
id_000954,test,15
id_000134,valid,10
id_000660,train,8
id_000983,train,2
id_000196,train,2
id_000481,train,6
id_000870,test,15
id_000542,test,2
id_001285,train,16
id_000152,test,13
id_001097,valid,2
id_000193,train,2
id_000664,train,6
id_000625,test,12
id_001223,train,10
id_000567,train,11
id_000885,train,12
id_001235,train,10
id_000526,valid,7
id_001156,train,11
id_000298,valid,8
id_001358,test,4
id_000722,train,9
id_000132,valid,1
id_000958,test,11
id_000681,valid,5
id_000299,valid,3
id_000667,train,8
id_000441,valid,9
id_001238,train,15
id_000699,valid,6
id_001168,valid,12
id_000946,test,8
id_001254,valid,10
id_000387,test,11
id_000371,valid,4
id_000721,train,11
id_001192,test,13
id_000890,train,12
id_000211,valid,10
id_000881,train,11
id_000993,train,0
id_000735,train,9
id_000500,train,6
id_000264,train,3
id_000917,train,13
id_000070,test,0
id_000597,train,7
id_001332,valid,12
id_000245,train,3
id_000225,test,13
id_000021,train,11
id_001227,train,2
id_000888,train,11
id_001019,valid,12
id_001122,train,16
id_000379,valid,6
id_000026,train,12
id_000543,test,12
id_000972,train,12
id_000019,train,11
id_000558,test,7
id_001101,test,12
id_000125,valid,2
id_000910,train,11
id_000952,test,9
id_000133,valid,15
id_000629,test,1
id_000551,test,6
id_001313,train,2
id_001167,valid,2
id_000916,train,11
id_001252,valid,15
id_000807,train,1
id_000038,train,7
id_000207,valid,0
id_000977,train,14
id_000865,test,15
id_001292,train,7
id_001349,test,13
id_000006,train,0
id_000790,test,0
id_000220,valid,2
id_001336,valid,2
id_000489,train,5
id_001117,test,2
id_000453,valid,2
id_000630,test,13
id_000429,train,3
id_000720,test,10
id_000586,train,2
id_000381,test,5
id_000321,train,4
id_000275,train,2
id_000156,test,5
id_000001,train,0
id_001080,train,2
id_000979,train,12
id_000921,valid,1
id_000157,test,2
id_000056,valid,6
id_000276,train,5
id_000781,test,9
id_000005,train,11
id_000612,valid,10
id_000383,test,1
id_000928,valid,13
id_000502,train,12
id_000086,train,2
id_000103,train,10
id_000029,train,11
id_000974,train,11
id_000759,train,13
id_001053,train,12
id_000818,train,10
id_001115,test,14
id_000355,train,3
id_000493,train,6
id_000030,train,0
id_001346,test,3
id_000658,train,8
id_000859,valid,0
id_000319,test,3
id_001302,train,3
id_001017,valid,11
id_000144,test,1
id_001096,valid,13
id_001177,valid,14
id_001027,test,13
id_000390,test,6
id_000679,train,8
id_001217,train,1
id_000589,train,2
id_001250,valid,10
id_001087,valid,2
id_001206,train,15
id_001127,train,11
id_000456,valid,15
id_000605,valid,2
id_000314,test,3
id_000931,valid,4
id_000395,test,10
id_000533,valid,2
id_000364,valid,4
id_001321,valid,4
id_000088,train,11
id_000639,test,1
id_000023,train,11
id_000172,train,2
id_000190,train,2
id_000173,train,2
id_000654,train,8
id_000661,train,8
id_001242,valid,2
id_000338,train,9
id_000920,train,9
id_001324,valid,8
id_001287,train,10
id_000641,train,8
id_000241,train,3
id_000905,train,11
id_000951,test,11
id_000804,train,10
id_000657,train,8
id_000894,train,11
id_000717,test,2
id_001123,train,14
id_000051,valid,7
id_000924,valid,15
id_000120,train,15
id_001155,train,11
id_001072,train,2
id_000351,train,4
id_000389,test,1
id_000673,train,8
id_000992,train,3
id_001296,train,4
id_000169,train,2
id_001012,valid,14
id_000058,valid,13
id_001121,train,11
id_000588,train,7
id_001014,valid,12
id_000267,train,3
id_000649,train,8
id_001133,train,7
id_000061,test,0
id_000690,valid,8
id_000151,test,2
id_000724,train,9
id_000793,test,9
id_000682,valid,8
id_000123,valid,2
id_000801,train,10
id_001222,train,15
id_001213,train,15
id_000162,train,2
id_000728,train,9
id_000461,test,10
id_001341,test,16
id_000646,train,8
id_000232,test,13
id_000899,train,11
id_000444,valid,3
id_000575,train,7
id_000794,test,1
id_000246,train,4
id_000138,valid,2
id_000341,train,4
id_000741,train,9
id_000014,train,11
id_000179,train,2
id_000205,valid,1
id_001152,train,13
id_000853,valid,15
id_001286,train,16
id_000858,valid,10
id_001251,valid,10
id_000866,test,10
id_000693,valid,6
id_000813,train,10
id_000302,test,3
id_000688,valid,8
id_000046,valid,14
id_001203,train,15
id_000873,test,10
id_000703,test,8
id_000774,valid,14
id_001005,valid,12
id_000057,valid,7
id_000955,test,6
id_000174,train,13
id_001308,train,4
id_001002,valid,14
id_000968,train,12
id_001301,train,3
id_000907,train,11
id_001359,test,3
id_000317,test,3
id_000771,valid,9
id_000911,train,11
id_001149,train,0
id_000874,test,10
id_000908,train,6
id_000366,valid,4
id_000074,test,11
id_001076,train,13
id_000330,train,4
id_000710,test,6
id_001135,train,7
id_001164,valid,7
id_001271,test,10
id_001148,train,9
id_000618,valid,13
id_000838,train,10
id_000015,train,3
id_000971,train,12
id_000704,test,8
id_001004,valid,12
id_000601,valid,1
id_001001,valid,13
id_000368,valid,4
id_000475,test,5
id_000436,train,11
id_000855,valid,10
id_000035,train,9
id_001282,train,16
id_000262,train,3
id_000923,valid,11
id_000739,train,11
id_000628,test,11
id_000361,valid,4
id_000942,test,10
id_000962,train,14
id_000937,valid,11
id_001265,test,1
id_000470,test,15
id_001181,test,4
id_000324,train,3
id_000258,train,2
id_000538,valid,12
id_000490,train,6
id_000672,train,8
id_000856,valid,10
id_000487,train,6
id_000424,train,3
id_000761,valid,11
id_000959,test,11
id_000384,test,15
id_001241,valid,15
id_000515,train,6
id_000969,train,12
id_000469,test,15
id_000247,train,5
id_001279,test,5
id_001212,train,15
id_001165,valid,15
id_000762,valid,12
id_000947,test,11
id_001011,valid,3
id_001216,train,15
id_000973,train,11
id_000941,test,1
id_000171,train,10
id_000244,train,3
id_000375,valid,7
id_000066,test,10
id_000590,train,11
id_000496,train,6
id_000034,train,11
id_000164,train,2
id_000420,train,6
id_000286,valid,2
id_000237,test,2
id_000602,valid,7
id_000591,train,10
id_000417,train,16
id_000003,train,13
id_000170,train,9
id_000609,valid,0
id_000458,valid,5
id_000747,train,9
id_000749,train,9
id_000956,test,6
id_001118,test,13
id_000571,train,14
id_000191,train,2
id_000439,train,2
id_000198,train,4
id_000685,valid,0
id_000549,test,0
id_001275,test,10
id_000104,train,0
id_000998,train,12
id_001194,test,13
id_000788,test,0
id_000883,train,0
id_000092,train,15
id_001306,train,7
id_000814,train,10
id_000803,train,10
id_000316,test,4
id_001113,test,2
id_000182,train,2
id_000094,train,10
id_001093,valid,13
id_000980,train,14
id_000982,train,11
id_001343,test,4
id_000902,train,9
id_001317,train,5
id_000069,test,2
id_000901,train,14
id_000216,valid,6
id_000714,test,6
id_000756,train,9
id_000584,train,2
id_001291,train,8
id_000950,test,11
id_000202,valid,2
id_000443,valid,3
id_000485,train,6
id_000675,train,8
id_000963,train,14
id_001119,test,2
id_001085,valid,13
id_000932,valid,6
id_001237,train,13
id_000606,valid,5
id_000431,train,5
id_000242,train,3
id_000318,test,2
id_000935,valid,9
id_001051,train,4
id_000755,train,11
id_000154,test,9
id_000408,train,13
id_001351,test,5
id_000904,train,9
id_001174,valid,12
id_000449,valid,9
id_001089,valid,9
id_000540,valid,6
id_000468,test,11
id_000666,train,8
id_001360,test,5
id_000062,test,14
id_001197,test,11
id_000214,valid,2
id_000369,valid,4
id_001100,valid,2
id_000486,train,6
id_000772,valid,9
id_000849,valid,8
id_000012,train,2
id_001348,test,7
id_000845,valid,10
id_001140,train,13
id_000837,train,10
id_000925,valid,9
id_000459,valid,8
id_000563,train,12
id_001105,test,1
id_000037,train,12
id_001095,valid,13
id_001114,test,2
id_000767,valid,11
id_000792,test,13
id_001064,train,12
id_001189,test,12
id_000869,test,6
id_000281,valid,3
id_001065,train,9
id_000479,test,3
id_000503,train,14
id_000964,train,14
id_001154,train,2
id_001247,valid,9
id_000042,valid,0
id_000509,train,5
id_000805,train,10
id_001069,train,13
id_001184,test,7
id_000266,train,16
id_000462,test,13
id_000292,valid,3
id_000194,train,2
id_001044,train,10
id_000252,train,3
id_001160,train,13
id_000505,train,9
id_001058,train,7
id_001256,valid,2
id_000153,test,6
id_001195,test,13
id_001228,train,15
id_000222,test,10
id_000753,train,9
id_000696,valid,13
id_000832,train,15
id_001136,train,7
id_001270,test,13
id_000250,train,16
id_000623,test,2
id_000683,valid,3
id_000727,train,11
id_000224,test,2
id_000990,train,11
id_000573,train,0
id_000663,train,8
id_001338,valid,13
id_000876,test,10
id_000090,train,1
id_000532,valid,6
id_001060,train,2
id_000310,test,3
id_000653,train,4
id_001003,valid,11
id_000587,train,7
id_000407,train,3
id_000208,valid,2
id_000410,train,3
id_001031,test,11
id_000221,test,2
id_000328,train,16
id_000564,train,0
id_001112,test,14
id_000348,train,6
id_000412,train,3
id_000418,train,3
id_001276,test,13
id_000897,train,13
id_001082,valid,2
id_000822,train,10
id_000562,train,7
id_000326,train,4
id_001071,train,2
id_000989,train,12
id_000572,train,7
id_000820,train,10
id_000525,valid,6
id_001354,test,0
id_000067,test,0
id_000406,train,15
id_001303,train,16
id_000289,valid,3
id_000307,test,3
id_001169,valid,11
id_000752,train,11
id_000231,test,2
id_001036,test,13
id_000868,test,10
id_000582,train,0
id_000089,train,2
id_001202,train,15
id_000521,valid,6
id_000063,test,14
id_000055,valid,12
id_001186,test,14
id_001196,test,13
id_001295,train,16
id_000024,train,9
id_001240,train,15
id_000206,valid,2
id_001172,valid,0
id_000392,test,3
id_000165,train,15
id_000634,test,2
id_000647,train,8
id_000976,train,12
id_000147,test,1
id_001319,train,9
id_000999,train,14
id_000184,train,2
id_000566,train,7
id_000995,train,14
id_001328,valid,16
id_000365,valid,4
id_001211,train,15
id_001163,valid,12
id_001290,train,5
id_000536,valid,12
id_000737,train,9
id_001068,train,12
id_000359,train,12
id_000304,test,2
id_000806,train,15
id_001130,train,12
id_000013,train,7
id_001225,train,15
id_001284,train,15
id_001006,valid,11
id_000677,train,8
id_000893,train,11
id_000415,train,2
id_001299,train,4
id_000295,valid,5
id_000115,train,9
id_000394,test,11
id_001179,valid,1
id_000016,train,0
id_000176,train,2
id_000514,train,6
id_001132,train,12
id_001077,train,2
id_000442,valid,3
id_000131,valid,2
id_000072,test,14
id_000201,valid,2
id_000233,test,2
id_000200,train,13
id_001055,train,12
id_000434,train,16
id_001257,valid,2
id_000045,valid,13
id_000695,valid,8
id_001205,train,15
id_001092,valid,14
id_000332,train,15
id_000100,train,1
id_001305,train,16
id_000437,train,8
id_000082,train,2
id_001061,train,2
id_000520,train,6
