obs_id,train_id,pred
id_000079,valid,392326.9393637228
id_000080,test,606533.2913821918
id_000081,train,673094.8723133896
id_000082,valid,739362.3295459183
id_000083,train,421068.1368460633
id_000084,train,421628.10794283776
id_000085,valid,357337.09293628583
id_000086,train,301817.4677438793
id_000087,valid,338359.0293884464
id_000088,train,344084.00947104406
id_000089,train,253229.1393642582
id_000090,train,242577.71632185834
id_000091,train,290782.93286157603
id_000092,train,387797.9299462262
id_000093,valid,274476.1574334275
id_000094,test,329033.6715226543
id_000095,valid,392635.14997068763
id_000096,valid,341900.891341656
id_000097,train,361097.68159998883
id_000098,train,352814.51456370886
id_000099,test,409453.70046570356
id_000100,train,641669.4738904047
id_000101,valid,457238.89665894874
id_000102,train,355243.0732881879
id_000103,train,354299.68850449135
id_000104,test,318762.78997614706
id_000105,valid,402934.7948140388
id_000106,train,281137.146151636
id_000107,train,800535.1503122909
id_000108,train,589919.9411423998
id_000109,test,523682.3605015493
id_000110,train,610884.9164505306
id_000111,test,691400.0925789481
id_000112,valid,1062963.1985854786
id_000113,train,1074735.2806519128
id_000114,train,908949.8393672213
id_000115,train,1015212.0869940115
id_000116,train,1001906.4905061834
id_000117,valid,854786.1960250137
id_000118,train,667039.3270376669
id_000119,train,663931.0100498667
id_000120,valid,700580.5719609375
id_000121,test,467603.2357923919
id_000122,train,424453.3269972721
id_000123,train,624564.5878957611
id_000124,train,518689.4001682374
id_000125,valid,528125.739844782
id_000126,train,647694.6639655738
id_000127,train,484511.5001686624
id_000128,train,400311.1718938248
id_000129,train,616903.8941978521
id_000130,train,509376.8418170329
id_000131,train,509639.9249417663
id_000132,train,501275.84754882887
id_000133,train,502677.7882572269
id_000134,valid,561390.580542859
id_000135,test,636226.1500502985
id_000136,train,462336.8117597435
id_000137,train,737353.9188391112
id_000138,train,523742.7874531249
id_000139,test,752791.9081026091
id_000140,train,465785.5469564642
id_000141,valid,418444.2045029475
id_000142,train,641050.3371667713
id_000143,train,564084.6176376565
id_000144,train,591654.6890216074
id_000145,valid,458935.8977257437
id_000146,train,738519.367050445
id_000147,train,594768.4575107456
id_000148,valid,590945.7854222639
id_000149,train,428129.5614622413
id_000150,test,525789.710581782
id_000151,valid,690830.9553204437
id_000152,train,706293.2869769154
id_000153,train,537154.6008137733
id_000154,test,657828.8208028278
id_000155,train,656076.8122974306
id_000156,train,524408.7045215917
id_000157,train,720964.0132075213
id_000158,train,528214.3595801836
id_000159,train,555598.6444899534
id_000160,train,522764.74209536955
id_000161,train,515932.79578999174
id_000162,test,684034.0120996899
id_000163,train,731749.2935186379
id_000164,valid,569785.7130676522
id_000165,test,636780.4473835658
id_000166,train,706665.3651469186
id_000167,train,475269.78483578755
id_000168,train,591989.814061155
id_000169,valid,579863.846879577
id_000170,train,483227.4065909242
id_000171,valid,482835.3191845696
id_000172,test,436837.9920123622
id_000173,test,497967.74422458664
id_000174,train,413081.6269575615
id_000175,train,609806.743597792
id_000176,test,541258.0317585212
id_000177,valid,536464.5558574945
id_000178,valid,428827.13961724355
id_000179,train,417831.13133836444
id_000180,test,471936.3156060705
id_000181,train,421836.9419474616
id_000182,train,572676.1285143151
id_000183,test,578619.3009037217
id_000184,train,447721.4285536948
id_000185,test,484831.7313170241
id_000186,train,381271.48917088285
id_000187,valid,481877.1056889252
id_000188,valid,430080.6881597282
id_000189,test,413922.0489508226
id_000190,train,367856.5479973134
id_000191,valid,419255.15945647785
id_000192,train,401201.7524060845
id_000193,train,434579.52172069193
id_000194,test,404743.7533811962
id_000195,train,346711.5292175195
id_000196,train,383227.3140260859
id_000197,test,542287.2753999755
id_000198,test,752704.9110094362
id_000199,train,416491.6393137833
id_000200,valid,450185.770768804
id_000201,train,377446.6548219097
id_000202,train,445092.262728057
id_000203,train,413567.8829781674
id_000204,train,371830.0294845101
id_000205,test,422531.4825719334
id_000206,train,417342.13539787335
id_000207,train,422722.8419362372
id_000208,train,378191.6536876521
id_000209,train,399268.24591492984
id_000210,valid,417935.6106432055
id_000211,test,322675.0525241071
id_000212,train,398224.0403140752
id_000213,valid,539178.7331073036
id_000214,test,700244.2659058142
id_000215,valid,435159.72136767453
id_000216,train,358445.9864380396
id_000217,valid,388113.0362218349
id_000218,test,374011.8920521762
id_000219,test,479748.6462015882
id_000220,test,386347.04458028637
id_000221,train,406664.34790648497
id_000222,train,460105.9346615631
id_000223,train,399841.66905645374
id_000224,train,368107.23206422303
id_000225,test,411251.6470498732
id_000226,train,420113.3292610142
id_000227,train,323428.1283728825
id_000228,train,358199.46116836363
id_000229,train,396427.61655629065
id_000230,test,298104.44600532606
id_000231,train,414840.35879193706
id_000232,train,391213.36091301707
id_000233,train,471895.5087241201
id_000234,valid,463983.01056829246
id_000235,train,329106.5313376912
id_000236,valid,413112.6475394792
id_000237,valid,319170.66196438693
id_000238,train,391653.57988753554
id_000239,train,355366.83874368545
id_000240,train,443029.92042104655
id_000241,train,334168.5324074777
id_000242,train,376083.99850799865
id_000243,test,490185.11862869427
id_000244,train,487523.3559049823
id_000245,train,471388.4638285625
id_000246,test,412049.15134404437
id_000247,train,448569.2853075621
id_000248,train,431071.94926337263
id_000249,train,765410.4864099184
id_000250,test,491081.8722832764
id_000251,valid,480991.88394731574
id_000252,test,655007.0308516156
id_000253,train,411760.72524788015
id_000254,train,606737.6607221534
id_000255,train,583000.4043725216
id_000256,train,738987.3791079881
id_000257,train,589544.3271488982
id_000258,train,499971.376990821
id_000259,train,580890.2912617214
id_000260,test,563770.1115519408
id_000261,train,631868.2372594732
id_000262,train,563248.8349847604
id_000263,train,516381.69640205614
id_000264,valid,559726.1406858435
id_000265,valid,678322.3578831822
id_000266,train,496090.5273968503
id_000267,train,503304.4848026143
id_000268,valid,473683.79123069206
id_000269,train,520277.56313853647
id_000270,train,583164.0331290818
id_000271,train,522562.4288275959
id_000272,test,622463.6203008656
id_000273,train,690378.1233193153
id_000274,train,505937.37329607725
id_000275,train,512578.3985309078
id_000276,train,791606.1613286318
id_000277,train,733035.2447335765
id_000278,train,456014.6448878482
id_000279,train,445573.1514535131
id_000280,valid,529286.1510928535
id_000281,train,487133.9242166963
id_000282,train,542917.5510778116
id_000283,test,569653.9946801069
id_000284,train,601773.9878596158
id_000285,train,461417.03997081314
id_000286,train,512505.4347676041
id_000287,train,435298.22863626917
id_000288,train,466455.1192853349
id_000289,train,814099.1003946989
id_000290,test,724930.3440983449
id_000291,train,734507.7268856056
id_000292,train,500694.02012770134
id_000293,test,686664.4851003472
id_000294,train,453751.6725553637
id_000295,train,443877.6799258871
id_000296,valid,559263.5748637719
id_000297,train,512411.47931329976
id_000298,train,455229.80537666543
id_000299,train,439426.71347392595
id_000300,test,457038.67254288937
id_000301,valid,519738.44833466713
id_000302,train,593923.7970156829
id_000303,train,694649.0104533045
id_000304,train,500055.48021189607
id_000305,train,578149.3489849432
id_000306,test,574738.1519777777
id_000307,train,582079.6937582645
id_000308,valid,786211.5423250545
id_000309,train,783443.1966255003
id_000310,train,660540.305366087
id_000311,train,724817.6020920004
id_000312,test,646399.1065909176
id_000313,test,807521.0555519613
id_000314,valid,632569.055860756
id_000315,train,722539.8642032957
id_000316,test,568227.2703162958
id_000317,train,571562.1423458466
id_000318,train,739113.9482545397
id_000319,test,696484.4219312841
id_000320,train,585724.5744926383
id_000321,valid,444949.21905380546
id_000322,train,846339.229706049
id_000323,train,840280.2208482642
id_000324,test,726383.1867107239
id_000325,test,882892.17523128
id_000326,test,548476.7338884162
id_000327,valid,498914.4452290449
id_000328,valid,606915.025544394
id_000329,train,509135.54194638267
id_000330,valid,504367.3488090753
id_000331,test,471381.21456442657
id_000332,train,575775.4237452542
id_000333,train,555050.2270196934
id_000334,valid,456979.98037304234
id_000335,test,505994.23612463346
id_000336,train,485266.7076613181
id_000337,train,719849.6764035376
id_000338,train,520843.72666131146
id_000339,train,519160.3856166999
id_000340,test,639211.5918861274
id_000341,test,635108.8929326993
id_000342,train,869095.5128547613
id_000343,train,263219.4104162757
id_000344,train,223491.60051548184
id_000345,valid,227971.70448539063
id_000346,train,388091.0850071326
id_000347,train,256786.33046250785
id_000348,train,318958.77112458606
id_000349,train,226953.3287083521
id_000350,valid,253168.93320087087
id_000351,train,300863.3259172512
id_000352,train,274475.8890264207
id_000353,valid,266601.0893158035
id_000354,train,226937.56846512057
id_000355,test,204036.05517099125
id_000356,train,197478.8896758992
id_000357,test,200650.80402895765
id_000358,train,222337.46707367693
id_000359,test,232963.58089051716
id_000360,train,279056.74366197013
id_000361,train,250330.06777091595
id_000362,train,233906.2346053738
id_000363,valid,263456.2649660246
id_000364,train,256781.6259657197
id_000365,train,158253.35901937803
id_000366,valid,296246.4745571413
id_000367,train,353027.9736056367
id_000368,valid,360367.2247102786
id_000369,valid,202506.75399075338
id_000370,train,285066.00650460424
id_000371,train,277341.16733759263
id_000372,train,302477.77959525585
id_000373,test,260165.67798976868
id_000374,train,200828.48887949105
id_000375,train,292470.83774800075
id_000376,train,409558.2467992498
id_000377,train,376497.4809710344
id_000378,test,124862.13689588959
id_000379,train,84502.04018617157
id_000380,train,142838.9767316341
id_000381,train,187073.57045400405
id_000382,train,189332.12474060152
id_000383,valid,236344.74156727165
id_000384,test,201908.29205452246
id_000385,train,236435.92792204866
id_000386,train,183350.97837934928
id_000387,valid,130900.7041286415
id_000388,valid,209432.62125362153
id_000389,train,239974.6820958559
id_000390,test,211696.52254722925
id_000391,train,251663.9528211003
id_000392,train,231965.0057983892
id_000393,test,156771.76166524214
id_000394,train,86376.96561777517
id_000395,train,142637.11604631675
id_000396,test,212253.96847338957
id_000397,valid,153855.00491351867
id_000398,train,172385.47052717092
id_000399,train,254292.17789387555
id_000400,train,242082.15656902312
id_000401,valid,174383.00464029206
id_000402,train,226496.44611350805
id_000403,test,140448.25391638879
id_000404,test,227312.0955560588
id_000405,test,232978.92720239674
id_000406,valid,268051.4176599372
id_000407,train,259997.67889585174
id_000408,valid,238399.39109571543
id_000409,train,236069.03885289136
id_000410,test,161403.8306926057
id_000411,test,243450.25541631025
id_000412,train,272124.58675574616
id_000413,valid,242476.98682717144
id_000414,valid,285257.62575658195
id_000415,valid,255976.83454552636
id_000416,test,295306.34138849424
id_000417,train,298383.2150511393
id_000418,train,282707.84942962887
id_000419,valid,278135.7272195995
id_000420,valid,371597.4857985619
id_000421,train,315861.4702077825
id_000422,train,326917.45416679315
id_000423,valid,346684.4446737343
id_000424,train,428584.63273478596
id_000425,train,360547.9458410505
id_000426,train,330701.0829561457
id_000427,train,466783.56120805535
id_000428,test,479328.5266524935
id_000429,test,455220.7886266635
id_000430,test,335996.3911309208
id_000431,test,372836.0647916181
id_000432,train,454066.5903954274
id_000433,train,455470.5005581682
id_000434,train,489625.2317475163
id_000435,train,709556.7529011746
id_000436,valid,403632.7609419571
id_000437,valid,381487.30927033944
id_000438,train,287003.73840711475
id_000439,train,366448.1167689257
id_000440,test,327707.36261146114
id_000441,train,406480.9329394719
id_000442,train,381110.4778915241
id_000443,test,297270.7526668051
id_000444,train,286003.28325518506
id_000445,train,300823.98759977805
id_000446,train,324704.7900027352
id_000447,train,327089.0091927154
id_000448,test,450379.16340735625
id_000449,train,314419.18750303885
id_000450,train,315761.0976925168
id_000451,test,278717.78700108174
id_000452,train,233016.98977756157
id_000453,train,305249.4736513683
id_000454,train,309360.19998027117
id_000455,train,488467.869240947
id_000456,valid,302137.8934808364
id_000457,train,429353.7577042132
id_000458,test,533287.807742305
id_000459,train,288022.6772567028
id_000460,train,221611.4233505997
id_000461,train,280090.9656793855
id_000462,train,284738.97853556764
id_000463,train,229151.90064382437
id_000464,train,423511.80127208395
id_000465,train,459332.3340733169
id_000466,test,518466.8022645697
id_000467,valid,471627.9540112049
id_000468,train,413138.16768758046
id_000469,train,345431.76892196573
id_000470,valid,520994.5408231973
id_000471,train,519121.44609908375
id_000472,test,503832.72876262345
id_000473,test,511101.25646291825
id_000474,test,543651.107229883
id_000475,train,363737.12298999284
id_000476,train,611836.3778534628
id_000477,test,549300.5589745466
id_000478,train,481380.047863808
id_000479,train,487280.91877206316
id_000480,valid,575368.2516779996
id_000481,valid,638392.54225595
id_000482,train,292459.77817005845
id_000483,valid,382365.3862601798
id_000484,test,434745.1829984391
id_000485,train,444408.34367203026
id_000486,train,434846.6421286879
id_000487,train,437921.0050811061
id_000488,train,467991.90586531087
id_000489,test,425852.54270657065
id_000490,train,542216.4531999511
id_000491,train,431780.0459414727
id_000492,test,447335.0061980082
id_000493,train,538844.9644279194
id_000494,train,746496.6651118277
id_000495,train,453691.43360407965
id_000496,train,323590.86091446364
id_000497,train,345057.340619631
id_000498,train,406174.82657231914
id_000499,valid,306699.45307012676
id_000500,train,582681.7931319663
id_000501,train,374651.12260735454
id_000502,valid,751812.8227666114
id_000503,valid,307439.65014252794
id_000504,valid,509299.9598945024
id_000505,train,655384.2391581475
id_000506,test,544540.4418492017
id_000507,train,626490.2584504992
id_000508,valid,885888.9580810472
id_000509,valid,856519.2812385402
id_000510,train,496460.2535207006
id_000511,test,547373.8979126766
id_000512,train,566725.8457232054
id_000513,train,710034.244231343
id_000514,valid,755127.5735557963
id_000515,valid,626304.3273434112
id_000516,test,721041.2403503759
id_000517,valid,947478.5347655487
id_000518,train,675056.8127724777
id_000519,train,743815.3453188307
id_000520,train,686852.8857736182
id_000521,valid,734801.9073995535
id_000522,valid,716305.083819771
id_000523,train,662292.7016043614
id_000524,train,663382.5582205902
id_000525,train,889556.6194284258
id_000526,test,786905.0159834361
id_000527,valid,897005.2123181745
id_000528,valid,683880.8629837183
id_000529,test,628872.6755509954
id_000530,test,911945.322152664
id_000531,train,702266.9292169029
id_000532,train,1084240.7616759571
id_000533,train,740971.1323282295
id_000534,train,872582.2948234756
id_000535,train,393018.3621103097
id_000536,train,389000.0680944176
id_000537,train,434746.4735593819
id_000538,train,919554.502515369
id_000539,train,965848.3715358971
id_000540,train,737954.2514658299
id_000541,train,675140.3769910156
id_000542,test,1119424.216015881
id_000543,valid,1089979.4782945192
id_000544,train,356217.6846523456
id_000545,train,434423.4951417305
id_000546,train,352539.77071713714
id_000547,test,337586.48490780825
id_000548,train,431881.75943942013
id_000549,train,835129.2578140076
id_000550,valid,463231.1826754152
id_000551,test,844940.9275475912
id_000552,train,841511.8827518179
id_000553,train,464929.3114690302
id_000554,test,611326.1009268826
id_000555,valid,890875.3064019956
id_000556,train,655226.510294947
id_000557,train,646576.7393124402
id_000558,train,455422.95687494194
id_000559,test,610594.8170814881
id_000560,valid,572977.5184942142
id_000561,valid,423280.64903352613
id_000562,train,374759.42453685845
id_000563,train,496597.63221272716
id_000564,valid,334045.5217192501
id_000565,test,561265.4747743086
id_000566,test,534691.1805600228
id_000567,train,431590.5186109281
id_000568,train,531669.058614633
id_000569,train,571141.9424585556
id_000570,test,578292.3194063967
id_000571,train,405984.59648266603
id_000572,train,436166.01116800227
id_000573,train,520233.0097096596
id_000574,train,421950.99603463995
id_000575,valid,384823.82356312516
id_000576,train,311194.1344649907
id_000577,valid,443373.21263996366
id_000578,train,400031.37305244897
id_000579,valid,296106.1744683789
id_000580,valid,431888.8959326962
id_000581,train,329727.069713528
id_000582,test,346452.91168735
id_000583,train,322608.68501718633
id_000584,train,294691.73873382335
id_000585,test,422658.694516676
id_000586,train,455501.7437185543
id_000587,train,434577.7140120326
id_000588,train,400332.45214418124
id_000589,test,328533.5798908773
id_000590,valid,386994.2257945759
id_000591,train,363905.3454700175
id_000592,train,266927.4491941075
id_000593,valid,336128.4867412248
id_000594,valid,654231.8155599876
id_000595,test,309821.0586513907
id_000596,test,408087.64252548735
id_000597,train,456933.12201059144
id_000598,train,346703.22485616297
id_000599,train,480613.4148543616
id_000600,train,675130.0966331731
id_000601,valid,713127.7858288444
id_000602,test,608058.5123175514
id_000603,train,436924.8505759145
id_000604,valid,542439.1973545466
id_000605,test,585460.0638132351
id_000606,test,537562.1812933745
id_000607,train,495828.0752200824
id_000608,train,610914.7146483428
id_000609,test,791203.4047036502
id_000610,train,793834.4990044637
id_000611,test,847633.4773591182
id_000612,train,447612.5453989465
id_000613,train,729768.4334529579
id_000614,train,222043.27760073473
id_000615,valid,165951.13013423857
id_000616,train,81679.22448204295
id_000617,train,227792.54524478017
id_000618,train,229981.66217659012
id_000619,train,209587.65404985676
id_000620,train,151147.71551642564
id_000621,valid,268239.77858071175
id_000622,train,251591.49594524855
id_000623,test,267049.34548889176
id_000624,test,233860.6680424854
id_000625,train,160118.80924154443
id_000626,train,309814.81456401525
id_000627,train,214031.96396426007
id_000628,train,273971.446740185
id_000629,train,305168.7737828521
id_000630,test,215122.0459280472
id_000631,valid,242223.14849709402
id_000632,train,634719.1736372879
id_000633,train,421721.722519111
id_000634,valid,540264.9822534368
id_000635,train,580457.9826565759
id_000636,train,545398.141225317
id_000637,train,374122.55421996897
id_000638,train,367597.3968718841
id_000639,valid,424529.53894016054
id_000640,valid,344375.35709364415
id_000641,test,363629.99165719334
id_000642,test,308292.5081974366
id_000643,test,289107.4745532896
id_000644,train,386586.60696140444
id_000645,valid,371520.4283890722
id_000646,train,266564.6957927157
id_000647,train,314509.2090308183
id_000648,valid,320293.40846420085
id_000649,valid,306652.97218541056
id_000650,test,253397.22016418935
id_000651,valid,245128.69578223364
id_000652,valid,252983.77732075547
id_000653,train,247331.40215322684
id_000654,train,292631.80044720846
id_000655,train,199866.67528480885
id_000656,train,303619.7317887498
id_000657,train,253790.56590321445
id_000658,train,270610.5015203089
id_000659,valid,687011.9585635092
id_000660,valid,556536.6304002211
id_000661,test,197373.02284035087
id_000662,valid,292344.5821933317
id_000663,train,139448.2845507004
id_000664,train,223602.92270613555
id_000665,test,219702.52730798215
id_000666,train,232900.20088104584
id_000667,test,278608.96493349737
id_000668,train,262745.8913430553
id_000669,train,213041.1064965695
id_000670,valid,95033.75681700019
id_000671,valid,126077.61432971546
id_000672,train,154288.46973108922
id_000673,valid,139205.32597779096
id_000674,train,202015.47779407192
id_000675,train,234318.41446670264
id_000676,train,157620.6325269763
id_000677,test,174326.0772000171
id_000678,train,171840.18660101912
id_000679,train,180812.32108786408
id_000680,train,150297.54985360685
id_000681,valid,335438.2884424024
id_000682,valid,480542.88821288326
id_000683,train,128683.9556726565
id_000684,train,217700.34275722152
id_000685,train,273619.9875230453
id_000686,train,333042.17132226634
id_000687,train,234252.1589877464
id_000688,train,176977.8127235668
id_000689,train,277481.69681896875
id_000690,test,288109.59022153734
id_000691,train,304285.5873825243
id_000692,train,267765.83527502284
id_000693,valid,171508.5597519892
id_000694,test,316787.5408767405
id_000695,test,352588.84717915824
id_000696,train,330922.79803974886
id_000697,valid,223782.94563058674
id_000698,train,181609.90856561545
id_000699,test,240156.03189339608
id_000700,train,215112.45457082047
id_000701,test,269204.4259745656
id_000702,test,228298.11756067496
id_000703,valid,201700.8081052651
id_000704,valid,195676.3447046934
id_000705,train,162901.34906553433
id_000706,train,153796.91759998898
id_000707,train,208298.75475538566
id_000708,train,217688.3854888657
id_000709,test,206320.0228037106
id_000710,valid,202101.8292300167
id_000711,valid,183438.63568336418
id_000712,train,272704.5892377685
id_000713,test,281976.6050119111
id_000714,valid,279992.4338632858
id_000715,train,225121.75290071615
id_000716,train,216506.22056541458
id_000717,train,214233.5620821462
id_000718,train,223421.7657323713
id_000719,test,255933.52330760972
id_000720,valid,352570.80471845187
id_000721,train,407103.56107740535
id_000722,train,192954.30380832482
id_000723,test,239645.34914693868
id_000724,valid,243525.403634767
id_000725,train,213067.2190378866
id_000726,valid,163877.08139272273
id_000727,train,240448.31362023792
id_000728,train,189904.1362540577
id_000729,train,233490.108507832
id_000730,train,138741.2240660923
id_000731,valid,250600.64305908245
id_000732,test,281585.28037073615
id_000733,test,207969.96129870132
id_000734,train,272265.33614689746
id_000735,test,182726.8766186692
id_000736,train,203450.2542106034
id_000737,train,509240.0738366699
id_000738,valid,321605.6441730762
id_000739,train,291806.20506127836
id_000740,train,271455.15356953314
id_000741,test,262009.250464798
id_000742,train,385696.1534414974
id_000743,train,308874.6371618988
id_000744,train,282205.97091816086
id_000745,train,821501.6554721671
id_000746,train,529812.2165572668
id_000747,test,486102.51188786194
id_000748,valid,270821.441100783
id_000749,train,451586.11221444956
id_000750,valid,305521.3642278756
id_000751,train,422926.91922169476
id_000752,test,377568.1311808612
id_000753,train,421215.1859836085
id_000754,train,259374.24373845913
id_000755,train,267320.57697425503
id_000756,train,525763.8527133466
id_000757,train,259556.88838460192
id_000758,train,601885.5827611678
id_000759,test,178023.5517297049
id_000760,train,226585.1521840276
id_000761,valid,221542.40942780452
id_000762,train,218929.74699731314
id_000763,test,243943.7898011858
id_000764,train,262678.8801987241
id_000765,train,415425.2322604641
id_000766,train,339835.9241181241
id_000767,test,261277.5968333929
id_000768,valid,230749.54059791536
id_000769,valid,214073.8607148199
id_000770,valid,241028.07764448551
id_000771,train,248035.8205015205
id_000772,valid,296946.4442081725
id_000773,train,277681.24230888183
id_000774,test,274992.45556024456
id_000775,test,233258.1187577825
id_000776,train,353193.2363766512
id_000777,train,314693.7822670516
id_000778,valid,341614.3595781445
id_000779,train,251982.57700742042
id_000780,test,276594.87585390906
id_000781,test,502568.69721372565
id_000782,valid,392466.52418099996
id_000783,test,524158.24478672625
id_000784,train,371027.5468936302
id_000785,valid,438843.4777500231
id_000786,test,282036.77692585887
id_000787,train,320010.0761433479
id_000788,train,371630.9296265321
id_000789,train,448464.9087783445
id_000790,train,321451.9329393599
id_000791,train,694029.8825820561
id_000792,train,424447.6922186634
id_000793,test,756838.2172528268
id_000794,train,309144.83771309897
id_000795,train,549171.6712445393
id_000796,train,494669.22854352335
id_000797,train,470290.1639067706
id_000798,train,439331.70301970595
id_000799,valid,291481.2609027017
id_000800,train,328938.41530092247
id_000801,valid,309736.8294945519
id_000802,train,252357.45559235747
id_000803,test,207559.61866235873
id_000804,valid,244407.78389927672
id_000805,train,310392.08295175235
id_000806,valid,359829.3941426635
id_000807,train,268714.8882079742
id_000808,test,273355.43263908266
id_000809,train,303601.8317396216
id_000810,train,209766.90452247456
id_000811,train,182423.2746067592
id_000812,train,458163.5233828942
id_000813,train,504486.51246816834
id_000814,test,452062.69105986034
id_000815,train,337258.2188802161
id_000816,train,278057.3224115084
id_000817,test,329358.9797724155
id_000818,test,510147.13327933464
id_000819,train,252656.21626512866
id_000820,valid,220520.36653996544
id_000821,train,83266.49165887365
id_000822,train,162414.57794888457
id_000823,valid,344448.3847454608
id_000824,valid,336265.09053418174
id_000825,valid,210727.52981407708
id_000826,train,363360.683313777
id_000827,train,342204.8137119555
id_000828,train,101203.25792372784
id_000829,train,178230.11078578347
id_000830,valid,180825.60341858838
id_000831,valid,296514.26738589886
id_000832,test,184273.99109387922
id_000833,valid,224177.66039027186
id_000834,valid,275290.6985289836
id_000835,train,208532.2491498351
id_000836,train,248912.0849469063
id_000837,train,213688.11836538475
id_000838,valid,246154.4721316536
id_000839,test,170151.34786321782
id_000840,train,353007.9079215572
id_000841,test,204699.54989058088
id_000842,train,292293.0987200489
id_000843,train,286564.9493357509
id_000844,train,253854.26399687713
id_000845,train,243906.63647191285
id_000846,train,218474.59676481065
id_000847,train,184781.14805500687
id_000848,train,172928.51553367832
id_000849,valid,350096.6006082976
id_000850,train,340038.3288369691
id_000851,test,297291.21722774144
id_000852,test,163968.77285323647
id_000853,train,146917.1912526146
id_000854,test,131617.42057554118
id_000855,train,200465.14502535973
id_000856,train,335472.7163277115
id_000857,train,195799.50068607696
id_000858,valid,148277.7909528495
id_000859,train,202933.9590186706
id_000860,train,191905.37794740655
id_000861,train,330217.8112710001
id_000862,train,299858.2224786615
id_000863,valid,189780.4469140651
id_000864,train,327113.2370887857
id_000865,train,363387.9981793427
id_000866,train,398708.69652509084
id_000867,train,287227.65511140693
id_000868,train,276643.88510974596
id_000869,valid,316883.051373368
id_000870,test,288135.12284271524
id_000871,test,369029.6804937086
id_000872,test,441997.63933239615
id_000873,valid,361594.74167045864
id_000874,train,320317.6657905576
id_000875,train,275250.64689633204
id_000876,train,253624.2774843747
id_000877,test,269475.1988164852
id_000878,train,145429.3935860368
id_000879,valid,246621.69529319258
id_000880,test,325420.4825784623
id_000881,train,265709.9606954237
id_000882,test,228173.95676173022
id_000883,test,220448.05835267366
id_000884,valid,355872.18556841236
id_000885,train,268682.37928120827
id_000886,valid,296983.32680354576
id_000887,valid,255691.17210674883
id_000888,train,335554.2180809696
id_000889,train,249851.26490676307
id_000890,train,352157.2867160446
id_000891,train,433991.02599175385
id_000892,train,219843.55446567334
id_000893,test,239918.6377228311
id_000894,train,126342.0525015231
id_000895,train,119418.7969510325
id_000896,train,179418.0900797539
id_000897,train,172287.9086666078
id_000898,train,276433.85814733047
id_000899,train,96266.42739104004
id_000900,test,249429.40890477985
id_000901,valid,433613.7297859718
id_000902,valid,144096.16029008845
id_000903,train,326829.8432062473
id_000904,train,279625.23616484413
id_000905,train,214008.38461628492
id_000906,train,238780.32072579017
id_000907,test,266177.22754168406
id_000908,train,203911.9575703868
id_000909,train,180920.07544337615
id_000910,train,150493.8692260994
id_000911,train,186655.09710661974
id_000912,valid,241242.56149750203
id_000913,valid,241162.96973923667
id_000914,train,407565.8651030065
id_000915,train,324002.0411178699
id_000916,train,334843.96428515867
id_000917,train,169800.6988417348
id_000918,valid,199092.07614615024
id_000919,valid,200068.6538876795
id_000920,valid,186692.85253523735
id_000921,train,161328.14547307853
