obs_id,pred
id_000174,353970
id_000175,625530
id_000176,524570
id_000177,531130
id_000178,570750
id_000179,588480
id_000180,457220
id_000181,508820
id_000182,474210
id_000183,527220
id_000184,582740
id_000185,499230
id_000186,548170
id_000187,588050
id_000188,440560
id_000189,386880
id_000190,383870
id_000191,394410
id_000192,353970
id_000193,347670
id_000194,437440
id_000195,440120
id_000196,452440
id_000197,466560
id_000198,494790
id_000199,379210
id_000200,353970
id_000201,462310
id_000202,490130
id_000203,462310
id_000204,465020
id_000205,452660
id_000206,462310
id_000207,471370
id_000208,465020
id_000209,507200
id_000210,494790
id_000211,506790
id_000212,451400
id_000213,490960
id_000214,451400
id_000215,430770
id_000216,472010
id_000217,388310
id_000218,468240
id_000219,466560
id_000220,468240
id_000221,346220
id_000222,364940
id_000223,379210
id_000224,346220
id_000225,404360
id_000226,346220
id_000227,346220
id_000228,404360
id_000229,394440
id_000230,325480
id_000231,346220
id_000232,346220
id_000233,404860
id_000234,407800
id_000235,383170
id_000236,399550
id_000237,397880
id_000238,397880
id_000239,364940
id_000240,562250
id_000241,573630
id_000242,529460
id_000243,554170
id_000244,616610
id_000245,533130
id_000246,503990
id_000247,523960
id_000248,559390
id_000249,533130
id_000250,529460
id_000251,559390
id_000252,523960
id_000253,585420
id_000254,616610
id_000255,629480
id_000256,573660
id_000257,630180
id_000258,638140
id_000259,585420
id_000260,638140
id_000261,593170
id_000262,638140
id_000263,533130
id_000264,563330
id_000265,553500
id_000266,563330
id_000267,554330
id_000268,650990
id_000269,553500
id_000270,633260
id_000271,650990
id_000272,563330
id_000273,554330
id_000274,589720
id_000275,657750
id_000276,601800
id_000277,570000
id_000278,613350
id_000279,606580
id_000280,611600
id_000281,570000
id_000282,656530
id_000283,636450
id_000284,570000
id_000285,611600
id_000286,578870
id_000287,578870
id_000288,547550
id_000289,478740
id_000290,611600
id_000291,598470
id_000292,433810
id_000293,458090
id_000294,635800
id_000295,633260
id_000296,606580
id_000297,613350
id_000298,606580
id_000299,612360
id_000300,611600
id_000301,578870
id_000302,570750
id_000303,580130
id_000304,534050
id_000305,592930
id_000306,588480
id_000307,584180
id_000308,548170
id_000309,494790
id_000310,458120
id_000311,462310
id_000312,494790
id_000313,473750
id_000314,472010
id_000315,433150
id_000316,468240
id_000317,452440
id_000318,440560
id_000319,347670
id_000320,490130
id_000321,570750
id_000322,582740
id_000323,534480
id_000324,439200
id_000325,443390
id_000326,570080
id_000327,516840
id_000328,429140
id_000329,416340
id_000330,427260
id_000331,353970
id_000332,465020
id_000333,394410
id_000334,427260
id_000335,428430
id_000336,458120
id_000337,490960
id_000338,490960
id_000339,490960
id_000340,451400
id_000341,468240
id_000342,511570
id_000343,392230
id_000344,356490
id_000345,397100
id_000346,302970
id_000347,369920
id_000348,469020
id_000349,477950
id_000350,447890
id_000351,369920
id_000352,311190
id_000353,268540
id_000354,263490
id_000355,263490
id_000356,270440
id_000357,263490
id_000358,263490
id_000359,270440
id_000360,279630
id_000361,287550
id_000362,297680
id_000363,300740
id_000364,287550
id_000365,287550
id_000366,300740
id_000367,292650
id_000368,297680
id_000369,297680
id_000370,290560
id_000371,297680
id_000372,297680
id_000373,297680
id_000374,297680
id_000375,271500
id_000376,304100
id_000377,254620
id_000378,254620
id_000379,254620
id_000380,254620
id_000381,270240
id_000382,270240
id_000383,263490
id_000384,263490
id_000385,287550
id_000386,297680
id_000387,274710
id_000388,240820
id_000389,250920
id_000390,240820
id_000391,250920
id_000392,250920
id_000393,250920
id_000394,250920
id_000395,250920
id_000396,250920
id_000397,245290
id_000398,333170
id_000399,366810
id_000400,347740
id_000401,366810
id_000402,323310
id_000403,250920
id_000404,393720
id_000405,401920
id_000406,324000
id_000407,361580
id_000408,350490
id_000409,463750
id_000410,531260
id_000411,447340
id_000412,401670
id_000413,301410
id_000414,397110
id_000415,292700
id_000416,408700
id_000417,430170
id_000418,393500
id_000419,323460
id_000420,265810
id_000421,380420
id_000422,457610
id_000423,314080
id_000424,410550
id_000425,364520
id_000426,401220
id_000427,409580
id_000428,393720
id_000429,352200
id_000430,377520
id_000431,413420
id_000432,440230
id_000433,656710
id_000434,574990
id_000435,623120
id_000436,438220
id_000437,399550
id_000438,288190
id_000439,285110
id_000440,381180
id_000441,380420
id_000442,299700
id_000443,299700
id_000444,265810
id_000445,297670
id_000446,263940
id_000447,263940
id_000448,339260
id_000449,291550
id_000450,295470
id_000451,290750
id_000452,359330
id_000453,285110
id_000454,264690
id_000455,274170
id_000456,393500
id_000457,323460
id_000458,322270
id_000459,393500
id_000460,288280
id_000461,341010
id_000462,288280
id_000463,286920
id_000464,295470
id_000465,359330
id_000466,383260
id_000467,285110
id_000468,285110
id_000469,399550
id_000470,345010
id_000471,306360
id_000472,339260
id_000473,344140
id_000474,324640
id_000475,364580
id_000476,337540
id_000477,351070
id_000478,408180
id_000479,337800
id_000480,384570
id_000481,372280
id_000482,274170
id_000483,344140
id_000484,306360
id_000485,332610
id_000486,344140
id_000487,469900
id_000488,312430
id_000489,319050
id_000490,314080
id_000491,312430
id_000492,339360
id_000493,351070
id_000494,629310
id_000495,314080
id_000496,324640
id_000497,314080
id_000498,355040
id_000499,330870
id_000500,319050
id_000501,351070
id_000502,401220
id_000503,409580
id_000504,394660
id_000505,344580
id_000506,384600
id_000507,433200
id_000508,433200
id_000509,438220
id_000510,704300
id_000511,574990
id_000512,386550
id_000513,461930
id_000514,734360
id_000515,707080
id_000516,574990
id_000517,704000
id_000518,525870
id_000519,684040
id_000520,806590
id_000521,571990
id_000522,698530
id_000523,704690
id_000524,538390
id_000525,527820
id_000526,636160
id_000527,629290
id_000528,619010
id_000529,745800
id_000530,656710
id_000531,410950
id_000532,401220
id_000533,734360
id_000534,679340
id_000535,656040
id_000536,656710
id_000537,645030
id_000538,615440
id_000539,559550
id_000540,637210
id_000541,592150
id_000542,582010
id_000543,732240
id_000544,379800
id_000545,337540
id_000546,344140
id_000547,314080
id_000548,362020
id_000549,525300
id_000550,619010
id_000551,538390
id_000552,601980
id_000553,399550
id_000554,394660
id_000555,433200
id_000556,409580
id_000557,377520
id_000558,288280
id_000559,395870
id_000560,304680
id_000561,286920
id_000562,264690
id_000563,286060
id_000564,380920
id_000565,393500
id_000566,339260
id_000567,380920
id_000568,299700
id_000569,409700
id_000570,306330
id_000571,325200
id_000572,353410
id_000573,352200
id_000574,333280
id_000575,297670
id_000576,300180
id_000577,410550
id_000578,344140
id_000579,314080
id_000580,376110
id_000581,279530
id_000582,330870
id_000583,355040
id_000584,300180
id_000585,305590
id_000586,394660
id_000587,394660
id_000588,409580
id_000589,409580
id_000590,401220
id_000591,394660
id_000592,394660
id_000593,344580
id_000594,386550
id_000595,370780
id_000596,413420
id_000597,377520
id_000598,440230
id_000599,442800
id_000600,344580
id_000601,386550
id_000602,398950
id_000603,379000
id_000604,440230
id_000605,481240
id_000606,574990
id_000607,574990
id_000608,461930
id_000609,574990
id_000610,574990
id_000611,528300
id_000612,297670
id_000613,313060
id_000614,197630
id_000615,203910
id_000616,203910
id_000617,203910
id_000618,203910
id_000619,203910
id_000620,189530
id_000621,278560
id_000622,311920
id_000623,278560
id_000624,297260
id_000625,342520
id_000626,415170
id_000627,342520
id_000628,422790
id_000629,390180
id_000630,390180
id_000631,425770
id_000632,350110
id_000633,288260
id_000634,301740
id_000635,356240
id_000636,371090
id_000637,318000
id_000638,387050
id_000639,285390
id_000640,357240
id_000641,347080
id_000642,357240
id_000643,294480
id_000644,384820
id_000645,318000
id_000646,354380
id_000647,354380
id_000648,350110
id_000649,342140
id_000650,389000
id_000651,293340
id_000652,244880
id_000653,348520
id_000654,257440
id_000655,262270
id_000656,305990
id_000657,289660
id_000658,268210
id_000659,290000
id_000660,301740
id_000661,384820
id_000662,337400
id_000663,234750
id_000664,188460
id_000665,227270
id_000666,238020
id_000667,200440
id_000668,200440
id_000669,227270
id_000670,188960
id_000671,216790
id_000672,180040
id_000673,257030
id_000674,188960
id_000675,216790
id_000676,188960
id_000677,244850
id_000678,188460
id_000679,188460
id_000680,244850
id_000681,188460
id_000682,227270
id_000683,188960
id_000684,238020
id_000685,238020
id_000686,227270
id_000687,174660
id_000688,274360
id_000689,454610
id_000690,534090
id_000691,305590
id_000692,196730
id_000693,208880
id_000694,208880
id_000695,208880
id_000696,197420
id_000697,211930
id_000698,208880
id_000699,192670
id_000700,200440
id_000701,236360
id_000702,200440
id_000703,236360
id_000704,197420
id_000705,238020
id_000706,200440
id_000707,192670
id_000708,208880
id_000709,197420
id_000710,238020
id_000711,200440
id_000712,257960
id_000713,255840
id_000714,222100
id_000715,197610
id_000716,191330
id_000717,197610
id_000718,189600
id_000719,185900
id_000720,200620
id_000721,200620
id_000722,191330
id_000723,197610
id_000724,185900
id_000725,182460
id_000726,186800
id_000727,200060
id_000728,186600
id_000729,237020
id_000730,255820
id_000731,188460
id_000732,227270
id_000733,227270
id_000734,255840
id_000735,255840
id_000736,247950
id_000737,365060
id_000738,273340
id_000739,275930
id_000740,262230
id_000741,257860
id_000742,275930
id_000743,275930
id_000744,372810
id_000745,365060
id_000746,273340
id_000747,262230
id_000748,365060
id_000749,372330
id_000750,365060
id_000751,370580
id_000752,372810
id_000753,275930
id_000754,273340
id_000755,262230
id_000756,262230
id_000757,249570
id_000758,249570
id_000759,235590
id_000760,222100
id_000761,216140
id_000762,216010
id_000763,220640
id_000764,222830
id_000765,222100
id_000766,249570
id_000767,220640
id_000768,216140
id_000769,216140
id_000770,222100
id_000771,255840
id_000772,257960
id_000773,257960
id_000774,255840
id_000775,250540
id_000776,281240
id_000777,290800
id_000778,290800
id_000779,257860
id_000780,262230
id_000781,359050
id_000782,359050
id_000783,367440
id_000784,372330
id_000785,372330
id_000786,365060
id_000787,365060
id_000788,365060
id_000789,365060
id_000790,365060
id_000791,390850
id_000792,347360
id_000793,359050
id_000794,344290
id_000795,344290
id_000796,344290
id_000797,344290
id_000798,359050
id_000799,251980
id_000800,273340
id_000801,275930
id_000802,257860
id_000803,250540
id_000804,275930
id_000805,275930
id_000806,262230
id_000807,262230
id_000808,235590
id_000809,235590
id_000810,222830
id_000811,197810
id_000812,211930
id_000813,222100
id_000814,186800
id_000815,262630
id_000816,282820
id_000817,255820
id_000818,275930
id_000819,196730
id_000820,268630
id_000821,268630
id_000822,216790
id_000823,435730
id_000824,388890
id_000825,191040
id_000826,385130
id_000827,418180
id_000828,576500
id_000829,534090
id_000830,523680
id_000831,577870
id_000832,560380
id_000833,523680
id_000834,577870
id_000835,365850
id_000836,403130
id_000837,532860
id_000838,532860
id_000839,314140
id_000840,284950
id_000841,348250
id_000842,284950
id_000843,296270
id_000844,284950
id_000845,523680
id_000846,296270
id_000847,155280
id_000848,188050
id_000849,161680
id_000850,146590
id_000851,146590
id_000852,523680
id_000853,200060
id_000854,244930
id_000855,344290
id_000856,390850
id_000857,577870
id_000858,542890
id_000859,290560
id_000860,290560
id_000861,274710
id_000862,240820
id_000863,300740
id_000864,240820
id_000865,288600
id_000866,282810
id_000867,282810
id_000868,276540
id_000869,301080
id_000870,282810
id_000871,282810
id_000872,282810
id_000873,300850
id_000874,303050
id_000875,303050
id_000876,303050
id_000877,300850
id_000878,290950
id_000879,290950
id_000880,288740
id_000881,284830
id_000882,284830
id_000883,284830
id_000884,282810
id_000885,276540
id_000886,257280
id_000887,260320
id_000888,301680
id_000889,263520
id_000890,291250
id_000891,301680
id_000892,237890
id_000893,238970
id_000894,290950
id_000895,450940
id_000896,460770
id_000897,528230
id_000898,496380
id_000899,499350
id_000900,499350
id_000901,486160
id_000902,490940
id_000903,375150
id_000904,432520
id_000905,418520
id_000906,363240
id_000907,386690
id_000908,356100
id_000909,356960
id_000910,405820
id_000911,317230
id_000912,390220
id_000913,481720
id_000914,391570
id_000915,381820
id_000916,397850
id_000917,305910
id_000918,365400
id_000919,313750
id_000920,313750
id_000921,313750
id_000922,427250
id_000923,545780
id_000924,419810
id_000925,445080
id_000926,653920
id_000927,603770
id_000928,438760
id_000929,501080
id_000930,427950
id_000931,357760
id_000932,216810
id_000933,216810
id_000934,221560
id_000935,221560
id_000936,250520
id_000937,216810
id_000938,221560
id_000939,255520
id_000940,230170
id_000941,241420
id_000942,240020
id_000943,230170
id_000944,241420
id_000945,250520
id_000946,250520
id_000947,190160
id_000948,201550
id_000949,201550
id_000950,198230
id_000951,241420
id_000952,226130
id_000953,241420
id_000954,248460
id_000955,255490
id_000956,211340
id_000957,203120
id_000958,190160
id_000959,199090
id_000960,205740
id_000961,235270
id_000962,211340
id_000963,199090
id_000964,198230
id_000965,247760
id_000966,226620
id_000967,236590
id_000968,236590
id_000969,236590
id_000970,247760
id_000971,236590
id_000972,247760
id_000973,236590
id_000974,196250
id_000975,188050
id_000976,197180
id_000977,188100
id_000978,196250
id_000979,197180
id_000980,196250
id_000981,218920
id_000982,188050
id_000983,197180
id_000984,196250
id_000985,189710
id_000986,235390
id_000987,205980
id_000988,205980
id_000989,218920
id_000990,213390
id_000991,244930
id_000992,244930
id_000993,218920
id_000994,218920
id_000995,257680
id_000996,223950
id_000997,244930
id_000998,310900
id_000999,309410
id_001000,244930
id_001001,309410
id_001002,309410
id_001003,309410
id_001004,416250
id_001005,207010
id_001006,208610
id_001007,386430
id_001008,448320
id_001009,327890
id_001010,348270
id_001011,335400
id_001012,319120
id_001013,348270
id_001014,371590
id_001015,398080
id_001016,241420
id_001017,230170
id_001018,221560
id_001019,221560
id_001020,221560
id_001021,235270
id_001022,240020
id_001023,203120
id_001024,199090
id_001025,199090
id_001026,248460
id_001027,236590
id_001028,339510
id_001029,339510
id_001030,339510
id_001031,339510
id_001032,278970
id_001033,300600
id_001034,300600
id_001035,300600
id_001036,273860
id_001037,205120
id_001038,302320
id_001039,302320
id_001040,205120
id_001041,205120
id_001042,205120
id_001043,205120
id_001044,205120
id_001045,244060
id_001046,221560
id_001047,206110
id_001048,273900
id_001049,300600
id_001050,273900
id_001051,273900
id_001052,273860
id_001053,269130
id_001054,273860
id_001055,273900
id_001056,338570
id_001057,398080
id_001058,398080
id_001059,252260
id_001060,248460
id_001061,338570
id_001062,338570
id_001063,276820
id_001064,378650
id_001065,284050
id_001066,371590
id_001067,327890
id_001068,318050
id_001069,398080
id_001070,448320
id_001071,275350
id_001072,260180
id_001073,217700
id_001074,217700
id_001075,401170
id_001076,401170
id_001077,399520
id_001078,376280
id_001079,248930
id_001080,220100
id_001081,213940
id_001082,213960
id_001083,204690
id_001084,213960
id_001085,213960
id_001086,204690
id_001087,236840
id_001088,229530
id_001089,229530
id_001090,226920
id_001091,221800
id_001092,210320
id_001093,209050
id_001094,204690
id_001095,218810
id_001096,232360
id_001097,219830
id_001098,161730
id_001099,166850
id_001100,166850
id_001101,161730
id_001102,168640
id_001103,157310
id_001104,335640
id_001105,291610
id_001106,337400
id_001107,265410
id_001108,225840
id_001109,343750
id_001110,296690
id_001111,283400
id_001112,278560
id_001113,270370
id_001114,270370
id_001115,296690
id_001116,417810
id_001117,410050
id_001118,384820
id_001119,284830
id_001120,269830
id_001121,269830
id_001122,264410
id_001123,264410
id_001124,264410
id_001125,264410
id_001126,241250
id_001127,235120
id_001128,456580
id_001129,414490
id_001130,366190
id_001131,367930
id_001132,394330
id_001133,378420
id_001134,434390
id_001135,456390
id_001136,456900
id_001137,420590
id_001138,422850
id_001139,432130
id_001140,456860
id_001141,439240
id_001142,375670
id_001143,588210
id_001144,393830
id_001145,371400
id_001146,560570
id_001147,541510
id_001148,442290
id_001149,494400
id_001150,425120
id_001151,385490
id_001152,414490
id_001153,444190
id_001154,432130
id_001155,375670
id_001156,456580
id_001157,444190
id_001158,456860
id_001159,416960
id_001160,433260
id_001161,367930
id_001162,394330
id_001163,422570
id_001164,322100
id_001165,341920
id_001166,341920
id_001167,341920
id_001168,371640
id_001169,422660
id_001170,378830
id_001171,341920
id_001172,341920
id_001173,361880
id_001174,341920
id_001175,341920
id_001176,371640
id_001177,371640
id_001178,422660
id_001179,415370
id_001180,519060
id_001181,479400
id_001182,494460
id_001183,464640
id_001184,530310
id_001185,494460
id_001186,422660
id_001187,423520
id_001188,464640
id_001189,464640
id_001190,541510
id_001191,512440
id_001192,494460
id_001193,532490
id_001194,393830
id_001195,399860
id_001196,387480
id_001197,432330
id_001198,393830
id_001199,451400
id_001200,366190
id_001201,478040
id_001202,518550
id_001203,366190
id_001204,456860
id_001205,393830
id_001206,456860
id_001207,432130
id_001208,366190
id_001209,448050
id_001210,456580
id_001211,366190
id_001212,456580
id_001213,432130
id_001214,433260
id_001215,465190
id_001216,456580
id_001217,366190
id_001218,503900
id_001219,430870
id_001220,426480
id_001221,448090
id_001222,414160
id_001223,435030
id_001224,394330
id_001225,394330
id_001226,366190
id_001227,366190
id_001228,441780
id_001229,457760
id_001230,441780
id_001231,442090
id_001232,435030
id_001233,410810
id_001234,441980
id_001235,435840
id_001236,437730
id_001237,438100
id_001238,438100
id_001239,434390
id_001240,414160
id_001241,394330
id_001242,429670
id_001243,435840
id_001244,435880
id_001245,420590
id_001246,463820
id_001247,438010
id_001248,442840
id_001249,438100
id_001250,441980
id_001251,457760
id_001252,425370
id_001253,469540
id_001254,394330
id_001255,394330
id_001256,366190
id_001257,422570
id_001258,414160
id_001259,442840
id_001260,383950
id_001261,435840
id_001262,429670
id_001263,503900
id_001264,442840
id_001265,448740
id_001266,460970
id_001267,460970
id_001268,463820
id_001269,434390
id_001270,467210
id_001271,448380
id_001272,437730
id_001273,504220
id_001274,413360
id_001275,413360
id_001276,503900
id_001277,456900
id_001278,441780
id_001279,383950
id_001280,383950
id_001281,453630
id_001282,430750
id_001283,452150
id_001284,456900
id_001285,449510
id_001286,455830
id_001287,432860
id_001288,456900
id_001289,432860
id_001290,460970
id_001291,413360
id_001292,337530
id_001293,351530
id_001294,349600
id_001295,337530
id_001296,445920
id_001297,525900
id_001298,495080
id_001299,479230
id_001300,482410
id_001301,482410
id_001302,501190
id_001303,484130
id_001304,479230
id_001305,494220
id_001306,495080
id_001307,479230
id_001308,366980
id_001309,509360
id_001310,522970
id_001311,498840
id_001312,538320
id_001313,457700
id_001314,540260
id_001315,546950
id_001316,515280
id_001317,366980
id_001318,508590
id_001319,556510
id_001320,498840
id_001321,482960
id_001322,576430
id_001323,515280
id_001324,561550
id_001325,586670
id_001326,567700
id_001327,607830
id_001328,470350
id_001329,423830
id_001330,503930
id_001331,503930
id_001332,434580
id_001333,487840
id_001334,546950
id_001335,472000
id_001336,580940
id_001337,393060
id_001338,472000
id_001339,351530
id_001340,349600
id_001341,351530
id_001342,337530
id_001343,349600
id_001344,337530
id_001345,337530
id_001346,476780
id_001347,483850
id_001348,445920
id_001349,445920
id_001350,422030
id_001351,443250
id_001352,484130
id_001353,459210
id_001354,490270
id_001355,366980
id_001356,494220
id_001357,467250
id_001358,445920
id_001359,422030
id_001360,533500
id_001361,545350
id_001362,508590
id_001363,530560
id_001364,564690
id_001365,417440
id_001366,538320
id_001367,557220
id_001368,607320
id_001369,405190
id_001370,434580
id_001371,567700
id_001372,456390
id_001373,501190
id_001374,432860
id_001375,432860
id_001376,432860
id_001377,456390
id_001378,456390
id_001379,351530
id_001380,351530
id_001381,335600
id_001382,335600
id_001383,490270
id_001384,484130
id_001385,422030
id_001386,487100
id_001387,459210
id_001388,494220
id_001389,422030
id_001390,445920
id_001391,530560
id_001392,476780
id_001393,489530
id_001394,434960
id_001395,434960
id_001396,432860
id_001397,413360
id_001398,456900
id_001399,459940
id_001400,456390
id_001401,432330
id_001402,456390
id_001403,460970
id_001404,456900
id_001405,434960
id_001406,432330
id_001407,455830
id_001408,459210
id_001409,351530
id_001410,335600
id_001411,337530
id_001412,345550
id_001413,484130
id_001414,433240
id_001415,490270
id_001416,522970
id_001417,390090
id_001418,490270
id_001419,508590
id_001420,405400
id_001421,390090
id_001422,422030
id_001423,590040
id_001424,561550
id_001425,557220
id_001426,477260
id_001427,482960
id_001428,622730
id_001429,446940
id_001430,533870
id_001431,598520
id_001432,502780
id_001433,564690
id_001434,540260
id_001435,482960
id_001436,512870
id_001437,515280
id_001438,417440
id_001439,604770
id_001440,416340
id_001441,433290
id_001442,533870
id_001443,432380
id_001444,529670
id_001445,485860
id_001446,636150
id_001447,483010
id_001448,594700
id_001449,458820
id_001450,529670
id_001451,507670
id_001452,507670
id_001453,603200
id_001454,594700
id_001455,502740
id_001456,422690
id_001457,489580
id_001458,466100
id_001459,326450
id_001460,531410
id_001461,466100
id_001462,513090
id_001463,536570
id_001464,531410
id_001465,542490
id_001466,602530
id_001467,391240
id_001468,306800
id_001469,473150
id_001470,446560
id_001471,370780
id_001472,505330
id_001473,416400
id_001474,396610
id_001475,409050
id_001476,339290
id_001477,550620
id_001478,376960
id_001479,330510
id_001480,663320
id_001481,381230
id_001482,494280
id_001483,377970
id_001484,423670
id_001485,577820
id_001486,374890
id_001487,398770
id_001488,517910
id_001489,394940
id_001490,326450
id_001491,396610
id_001492,462280
id_001493,330510
id_001494,416400
id_001495,443160
id_001496,417780
id_001497,437620
id_001498,468420
id_001499,330510
id_001500,437620
id_001501,413150
id_001502,397630
id_001503,602530
id_001504,443160
id_001505,416400
id_001506,384200
id_001507,461890
id_001508,377970
id_001509,567920
id_001510,544250
id_001511,650830
id_001512,619560
id_001513,343520
id_001514,423490
id_001515,413150
id_001516,421030
id_001517,347160
id_001518,377970
id_001519,374890
id_001520,359670
id_001521,516810
id_001522,577820
id_001523,574730
id_001524,577820
id_001525,421030
id_001526,417560
id_001527,517910
id_001528,354430
id_001529,528670
id_001530,566140
id_001531,474470
id_001532,442700
id_001533,472630
id_001534,572820
id_001535,488010
id_001536,444540
id_001537,462190
id_001538,572820
id_001539,429030
id_001540,429030
id_001541,529180
id_001542,517910
id_001543,547390
id_001544,529180
id_001545,547390
id_001546,441800
id_001547,441800
id_001548,439150
id_001549,461640
id_001550,461640
id_001551,415310
id_001552,403930
id_001553,461640
id_001554,576090
id_001555,529180
id_001556,377090
id_001557,629480
id_001558,382070
id_001559,336750
id_001560,441820
id_001561,488010
id_001562,407250
id_001563,425550
id_001564,415350
id_001565,425550
id_001566,424780
id_001567,380650
id_001568,444540
id_001569,449140
id_001570,356980
id_001571,461640
id_001572,441820
id_001573,440530
id_001574,448110
id_001575,355100
id_001576,341690
id_001577,449120
id_001578,461640
id_001579,372580
id_001580,405310
id_001581,461640
id_001582,429030
id_001583,472630
id_001584,355100
id_001585,369120
id_001586,308810
id_001587,516810
id_001588,533940
id_001589,462190
id_001590,471320
id_001591,354430
id_001592,405050
id_001593,337990
id_001594,395960
id_001595,572820
id_001596,415310
id_001597,417450
id_001598,365360
id_001599,341690
id_001600,459870
id_001601,363750
id_001602,422070
id_001603,505740
id_001604,592590
id_001605,580830
id_001606,474690
id_001607,423240
id_001608,442810
id_001609,396660
id_001610,442810
id_001611,351780
id_001612,417560
id_001613,396820
id_001614,436890
id_001615,431110
id_001616,474360
id_001617,422520
id_001618,455410
id_001619,424320
id_001620,411770
id_001621,447640
id_001622,343360
id_001623,529550
id_001624,478320
id_001625,388020
id_001626,421830
id_001627,407350
id_001628,411000
id_001629,556760
id_001630,388020
id_001631,427450
id_001632,449540
id_001633,441720
id_001634,458770
id_001635,449540
id_001636,341430
id_001637,289250
id_001638,386540
id_001639,355100
id_001640,274900
id_001641,386140
id_001642,436870
id_001643,555260
id_001644,592510
id_001645,266780
id_001646,591350
id_001647,650680
id_001648,437530
id_001649,388020
id_001650,274900
id_001651,454480
id_001652,446250
id_001653,446250
id_001654,369580
id_001655,369580
id_001656,454480
id_001657,454480
id_001658,284110
id_001659,308980
id_001660,449540
id_001661,438760
id_001662,301090
id_001663,308980
id_001664,301090
id_001665,438760
id_001666,556570
id_001667,556570
id_001668,455300
id_001669,551050
id_001670,424100
id_001671,427080
id_001672,556570
id_001673,256880
id_001674,422070
id_001675,578950
id_001676,571070
id_001677,578950
id_001678,348330
id_001679,650680
id_001680,586360
id_001681,582480
id_001682,571070
id_001683,380650
id_001684,417450
id_001685,415350
id_001686,448690
id_001687,556760
id_001688,503600
id_001689,556760
id_001690,472140
id_001691,614340
id_001692,592510
id_001693,349720
id_001694,591350
id_001695,655360
id_001696,579300
id_001697,411590
id_001698,359700
id_001699,411250
id_001700,359700
id_001701,460340
id_001702,396660
id_001703,435340
id_001704,454490
id_001705,435340
id_001706,463500
id_001707,444580
id_001708,484870
id_001709,467680
id_001710,439490
id_001711,467680
id_001712,389670
id_001713,415060
id_001714,409830
id_001715,381800
id_001716,453540
id_001717,421950
id_001718,457960
id_001719,382690
id_001720,529550
id_001721,324250
id_001722,413840
id_001723,526130
id_001724,400390
id_001725,440420
id_001726,478310
id_001727,446440
id_001728,457180
id_001729,457180
id_001730,446440
id_001731,490730
id_001732,453540
id_001733,453540
id_001734,490680
id_001735,455760
id_001736,429690
id_001737,471340
id_001738,474360
id_001739,446830
id_001740,446830
id_001741,422520
id_001742,551240
id_001743,359700
id_001744,427450
id_001745,457180
id_001746,462220
id_001747,439490
id_001748,391730
